"Payment Methods Filter","Payment Methods Filter"
"Group Payment Methods","Group Payment Methods"
"Payment Methods","Payment Methods"
"To select multiple values, hold the Control-Key<br/>while clicking on the payment method names.","To select multiple values, hold the Control-Key<br/>while clicking on the payment method names."
"Customer Groups Payment Methods","Customer Groups Payment Methods"
"Disable Customer Groups Payment Extension","Disable Extension"
